record_id,line_number,transcript_length,summary_length,compression_ratio,word_count_transcript,word_count_summary,name,location,issue,category,priority,has_missing_fields,has_transcript_issues,has_summary_issues,has_consistency_issues,victim_info,perpetrator_info,referral_info,intervention_info,transcript_preview,summary_preview
line_147,147,637,244,0.38304552590266877,112,37,James,"Mombasa, Kenya",Child labor,Labor exploitation,High,False,False,False,True,15-year-old girl,Unknown at this time,"[""Mombasa Children's Office"", 'Police']","Immediate action by authorities to investigate and remove the child from harmful work conditions, provide counseling and education, and find a safe alternative for her.","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is James from Mombasa. I'm calling because I suspect that my neighbor, a 15-year-old girl, is being forced into child labo","James, a concerned neighbor from Mombasa, reported suspected child labor of a 15-year-old girl. The victim appears exhausted and isn't attending school. Referral to Mombasa Children's Office and polic"
line_148,148,695,337,0.4848920863309353,123,57,James,Mwanza,Child labor,Child exploitation,Urgent,False,False,False,True,12-year-old girl neighbor,Unnamed,Mwanza Children's Office and police,Report to authorities and follow-up,"Hello, is this 116? Yes, thank you for your call. This is James speaking from Mwanza. I'm reaching out because my neighbor's daughter, she's around 12, has been forced into child labor at a local mark",James from Mwanza reported a case of child labor involving his neighbor's 12-year-old daughter. He has observed her working long hours at a local market and appearing exhausted. The perpetrator is unn
line_149,149,655,199,0.30381679389312977,119,34,Daniel,Kampala,Child Labor,Child Exploitation,High,False,False,False,True,13-year-old girl,Mother,Kampala Children's Office and police,"Report to authorities, follow up","Hello, is this the 116 helpline? Yes, good to hear from you. My name is Daniel, I'm calling from Kampala. There's an issue with my neighbor's daughter, she's only 13 and she's being forced into child ","Daniel called 116 from Kampala reporting a case of child labor involving a 13-year-old girl. The perpetrator is her mother who forces her to work at the local market, and she's also denied education."
line_150,150,599,271,0.4524207011686144,109,44,Joseph,Mwanza,Child Labor,Child Exploitation,High,False,False,False,True,12-year-old sister,Not specified,"['Mwanza Child Welfare Society', 'local police']",Report and follow up,"Hello, is this the helpline for child protection? Yes, hello there. My name's Joseph from Mwanza. I need help  my little sister, she's only 12, has been forced into child labor at a local factory. Tha","Joseph from Mwanza reported child labor involving his 12-year-old sister. He shared that she comes home late and with injuries. The case seems urgent, and the victim and perpetrator are not specified."
line_151,151,573,327,0.5706806282722513,104,54,Hawa,Mombasa,Forced child marriage,Child marriage,High (urgent intervention required),False,False,False,True,12-year-old daughter of the neighbor,Not specified,Mombasa Child Protection Unit and police,Report to authorities and follow-up,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking to? My name's Hawa, calling from Mombasa. I need help  my neighbor's daughter, who's just 12, has been forced into child marriage","Hawa reported a 12-year-old girl being forced into child marriage, showing signs of distress. The child is a neighbor's daughter in Mombasa. No direct evidence of abuse was mentioned, but the victim s"
line_152,152,661,287,0.4341906202723147,123,49,Thomas,Mombasa,Child Labor,Labor Exploitation,High,False,False,False,False,12-year-old sister of Thomas,Factory managers,Mombasa Children's Office and labor inspectorate,Report to the authorities and follow-up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Thomas, I'm from Mombasa. I need help  my younger sister, who is only 12 years old, has been forced into child labor at","Thomas from Mombasa reported a case of child labor involving his younger sister. The issue was confirmed by her friends, but they are afraid to speak up. The victim has physical signs of abuse. The ca"
line_153,153,590,242,0.4101694915254237,102,39,George,Mwanza,Forced child marriage,Child Protection,High (Urgent),False,False,False,True,12-year-old niece,Not specified,"[""Children's Office"", 'Police']",Report to Children's Office and Police,"Hello, you've reached the child protection helpline. Yes, thank you for your call. This is George speaking, I'm here from Mwanza. There's an urgent matter I need to report. My 12-year-old niece is bei",George reported a case of forced child marriage in Mwanza involving his 12-year-old niece. The caller mentioned that others have noticed but are afraid to speak up. The counselor advised reporting the
line_154,154,611,254,0.4157119476268412,107,41,Joseph,Mombasa,Child labor,Labor exploitation,High,False,False,False,True,12-year-old niece,Local factory owners,"['Mombasa Labor Office', 'Police']",Report to authorities and follow up,"Hello, is this the helpline? Yes, thank you for your call. This is Joseph from Mombasa speaking. I'm calling about my niece, she's only 12. She's been forced into child labor at a local factory. That ",Joseph from Mombasa reported child labor of his 12-year-old niece. He has noticed some neighbors reporting it but no action has been taken. The counselor recommended reporting the issue to the Mombasa
line_155,155,609,168,0.27586206896551724,113,29,Grace,Mwanza,Child Labor,Labor Exploitation,High,False,False,False,True,5-year-old brother,Neighbor,"Mwanza Children's Office, Police",Report to the appropriate authorities and follow-up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's Grace, from Mwanza. I need help  my younger brother, who's only 5, has been forced into child labor by our neighbor. Tha","Grace reported a case of child labor involving her 5-year-old brother, who is being forced to work by their neighbor, a perpetrator who threatened them not to speak up."
line_156,156,644,237,0.36801242236024845,116,36,John,Nakuru,Child labor,Work exploitation,High,False,False,False,True,13-year-old girl,Unspecified,Nakuru Children's Office and local police,"Reporting to authorities, follow-up","Hello, is this the Childline? Yes, thank you for reaching out. This is John speaking from Nakuru. I'm calling because my neighbor's daughter, who is only 13, has been forced into child labor at a loca","John reported a case of child labor involving a 13-year-old girl from Nakuru, with concerns about safety and exploitation. The childline counselor reassured John, advised him to report the issue to th"
line_157,157,575,310,0.5391304347826087,104,52,Jamal,Kisumu,Child labor,Exploitation,High,False,False,False,True,12-year-old niece,Unknown (due to fear),"['Kisumu Labor Office', 'Police']",Report to appropriate authorities and follow-up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Jamal from Kisumu. I'm reaching out because my niece, she's only 12, is being forced into child labor at a local factor","Jamal reported a case of child labor involving his niece in Kisumu. The victim, a 12-year-old girl, is being exploited at a local factory with visible injuries. The perpetrator is unknown due to fear."
line_158,158,704,316,0.44886363636363635,123,49,Daniel,Mombasa,Child labor,Labor Exploitation,High,False,False,False,False,5-year-old sister's child,Not specified,Mombasa Children's Office and police,"Report issue, encourage evidence gathering from neighbors, and follow up","Hello, is this the Sema Helpline? Yes, thank you for calling. Who am I speaking to? My name is Daniel from Mombasa. I need help  my sister's child, who is only 5 years old, is being forced into labor ","Daniel reported a case of child labor involving his sister's 5-year-old child in Mombasa. The child seems malnourished and tired, and neighbors have expressed concern but no one has reported it. Repor"
line_159,159,663,354,0.5339366515837104,123,57,Hassan,"Mombasa, East Africa",Emotional abuse,Child Protection,Urgent,False,False,False,True,5-year-old sister of Hassan,Mother's new partner,Report to the Mombasa Children's Office and police,Immediate action required due to emotional abuse of a child,"Hi, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Hassan, I'm from Mombasa. I need help  my little sister, who is only 5 years old, is being emotionally abused by her mothe","Hassan, a concerned brother from Mombasa, reported emotional abuse of his 5-year-old sister by her mother's new partner. The child has become withdrawn and fearful but no physical signs have appeared "
line_160,160,588,293,0.49829931972789115,102,46,James,"Mombasa, East Africa",Forced child marriage,Child Marriage,High,False,False,False,True,12-year-old niece,Unspecified relatives,Mombasa Children's Office and the police,"Report to authorities, follow-up support","Hello, is this the Child Protection Helpline? Yes, hello. This is James speaking from Mombasa. I need urgent help  my niece, who's just 12 years old, has been forced into child marriage last week. I'm","James, from Mombasa, reported a case of forced child marriage involving his 12-year-old niece. He noticed signs of distress and has informed some relatives but they chose to stay silent. The helpline "
line_161,161,621,305,0.49114331723027377,104,47,Richard,Rubavu,Forced child marriage,Child Marriage,High,False,False,False,True,14-year-old niece,Parents,"[""Kigali Children's Office, Local police""]",Report to Kigali Children's Office and local police,"Hello, is this the Kigali Children's Helpline? Yes, thank you for reaching out. This is Richard from Rubavu speaking. I have a serious concern regarding my niece, she's 14 and she's being forced into ",Richard from Rubavu reported a case of child marriage involving his 14-year-old niece. He shared that others seem apathetic about the situation and she looks visibly upset. The helpline counselor advi
line_162,162,726,244,0.33608815426997246,131,37,Simon,Nakuru,Child labor,Child protection violation,High (urgent action required),False,False,False,True,A 14-year-old girl,The local factory owner,Nakuru Child Protection Office and local police station,Report to authorities and follow up,"Hello, is this 116? Yes, thank you for reaching out. This is Simon speaking, I'm calling from Nakuru. I urgently need help. One of my neighbors, a young girl of about 14, is being forced into child la","Simon reported a 14-year-old girl being forced into child labor at a factory in Nakuru, witnessing the owner harass her. The counselor reassured him, advised immediate reporting to the Child Protectio"
line_163,163,759,313,0.41238471673254284,129,49,Samson,"Mbale, Uganda",Child Labor,Child Exploitation,High,False,False,False,True,12-year-old girl,Unknown (local workshop owner),"[""Mbale Children's Office"", 'Labor Inspectorate']",Report to authorities and follow up,"Hello, is this the child protection helpline? Yes, thank you for reaching out. I'm speaking with a concerned citizen, my name is Samson from Mbale. I need help  there's a situation involving a 12-year","A concerned citizen reported a child labor case involving a 12-year-old girl in Mbale, Uganda. The caller mentioned that others have noticed but no one has reported it. The victim shows signs of physi"
line_164,164,580,238,0.4103448275862069,104,37,Simba,Mombasa,Forced child marriage and emotional abuse,"Child marriage, Emotional abuse",High,False,False,False,False,14-year-old niece,Family members,"[""Mombasa Children's Office"", 'Police']",Report to authorities and follow up,"Hello, is this 116? Yes, thank you for reaching out. This is speaking with Simba, calling from Mombasa. I need help  my niece, who is just 14 years old, has been forced into child marriage and is bein",Simba reported a case of forced child marriage and emotional abuse of his 14-year-old niece in Mombasa. Family members are involved. The counselor advised reporting it to the Children's Office and pol
line_165,165,541,149,0.2754158964879852,98,26,Peter,Kampala,Child Marriage,Child Protection,High,False,False,False,True,Sister (aged 13),Family member,Kampala Children's Office and police,Report to the authorities and follow up,"Hello, is this 116? Yes, thank you for reaching out. I'm speaking with Peter from Kampala. He needs help his sister, aged 13, is being forced into marriage. That sounds grave, Peter. I appreciate your","Peter called 116 to report his sister, aged 13, being forced into marriage by a family member. The caller is from Kampala and wants help immediately."
line_166,166,578,233,0.4031141868512111,101,40,Sam,Kisumu,Child marriage,Forced child marriages,Urgent,False,False,False,False,A 14-year-old girl,The family (unspecified),Nairobi Children's Office and the police,Report to Nairobi Children's Office and the police,"Hello, is this the Nairobi Child Helpline? Yes, thank you for reaching out. This is Sam speaking from Kisumu. I'm calling because my neighbor's daughter, who is 14 years old, has been forced into chil","A concerned caller reports a case of child marriage in Kisumu, involving a 14-year-old girl who looks scared and sad. The family is trying to keep it secret but others have noticed. The situation is u"
line_167,167,564,258,0.4574468085106383,104,43,David,Eldoret,Child labor,Child labor,High,False,False,False,False,14-year-old sister with burns on hands,"Unknown, but suspected to be her employers at a local factory","['Kisumu Labor Office', 'Police']",Report the case and follow-up,"Hello, is this the Kisumu Children's Helpline? Yes, thank you for reaching out. I'm speaking to David from Eldoret. He needs help  his sister, who is just 14 years old, is being forced into child labo",David reported a case of child labor involving his 14-year-old sister in Eldoret. He expressed concern as she has visible burns on her hands. The helpline counselor advised him to report the issue to 
line_168,168,618,163,0.26375404530744334,112,25,Ali,Kisumu,Child Labor,Labor Exploitation,High,False,False,False,False,Sister (5 years old),Neighbor,"Kisumu Children's Office, Police",Immediate action required to rescue the victim and stop the perpetrator,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Ali, I'm from Kisumu. There's an issue concerning my younger sister, she's only 5 years old. She's being forced into ch","Caller reports a case of child labor involving his 5-year-old sister, neighbor is the perpetrator. Other children are also affected. The victim has visible wounds."
line_169,169,589,299,0.5076400679117148,111,49,John,Kampala,Forced child labor,Child labor,High,False,False,False,True,A 12-year-old neighbor,The owner of the local workshop where the victim is forced to work,Kampala Labor Office and police,"Inspection, legal action, and support for the child","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is John, I'm from Kampala. I've got a serious concern about my neighbor's child. He's only 12 and he's being forced into c","John, from Kampala, reported a case of child labor involving a 12-year-old neighbor. The boy looks exhausted every evening, but no one else has been informed about this issue. The counselor advised re"
line_170,170,559,228,0.407871198568873,102,41,John,Moshi,Denial of education,Education issues,Medium,False,False,False,False,5-year-old niece,Mother,"['Moshi Education Office, Local police']",Report to local authorities for further investigation and action,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's John, and I'm from Moshi. I need help  my niece, who's only 5 years old, is being denied education by her mother. That s","John reported a child being denied education by her mother, the child is 5 years old and falling behind in school. No one else has noticed. The case was reported to the Moshi Education Office and loca"
line_172,172,581,248,0.4268502581755594,106,38,Samson,Eldoret,Emotional Abuse,Child Protection,High,False,False,False,False,7-year-old sister,Stepmother,Eldoret Children's Office and police,Report to the designated authorities and follow up as necessary,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Samson from Eldoret. I need help  my little sister, who is only 7 years old, is being emotionally abused by our stepmot","Samson reported emotional abuse of his 7-year-old sister by their stepmother in Eldoret. The victim shows signs of distress, such as crying and withdrawal. Samson encourages immediate action due to th"
line_173,173,728,225,0.3090659340659341,128,37,Joseph,Kisumu,Child Marriage,Child Protection,Urgent,False,False,False,True,13-year-old girl,Family members,"[""Kisumu Children's Office"", 'Local police']",Immediate intervention is required to prevent the child marriage.,"Hello, is this 116? Yes, thank you for reaching out. This is Joseph speaking from Kisumu. I'm calling because my neighbor's daughter, she's 13, is being forced into child marriage next week. That soun","Joseph, a resident of Kisumu, reported a case of child marriage involving a 13-year-old girl. The family members are aware but have not taken action. The immediate referral is to the Kisumu Children's"
line_174,174,595,248,0.41680672268907565,107,41,James,"Mombasa, Kenya",Child Labor,Labor Exploitation,High,False,False,False,True,13-year-old sister,Not specified,Children's Office and police,Report to authorities and follow-up by helpline,"Hello, is this the child helpline? Yes, good to hear from you. Who am I speaking with? It's James, calling from Mombasa. I need assistance - my 13-year-old sister has been forced into child labor for ","James reported a case of child labor involving his 13-year-old sister in Mombasa, Kenya. No one else is aware of the situation. The helpline counselor advised James to report it to the Children's Offi"
line_175,175,629,187,0.2972972972972973,114,29,John,Mwanza,Child labor,Workplace abuse,High,False,False,False,False,5-year-old sister's child,Factory owners or managers,"['Mwanza Labor Office, Police']",Report to authorities and provide ongoing support,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's John, from Mwanza. I need help  my sister's child, who's only 5 years old, is being forced into child labor at a local f","John reported a child labor issue involving his sister's child. The counselor advised him to contact the local Labor Office and police, while offering continued support from the helpline."
line_176,176,629,232,0.3688394276629571,117,37,James,Mombasa,Child labor,Child labor,High,False,False,False,True,12-year-old niece,Local factory owners,"['Mombasa Labor Rights Office', 'police']",Report to authorities and follow up,"Hello, is this 116? Yes, thank you for reaching out. This is James speaking from Mombasa. I'm worried about my niece, she's only 12 and she's being forced into child labor at a local factory. That sou",James from Mombasa reported child labor issue of his 12-year-old niece. He mentioned that she looks exhausted and injured. The counselor advised reporting it to the Mombasa Labor Rights Office and pol
line_177,177,652,334,0.5122699386503068,112,55,James,Mombasa,Forced child labor,Child labor,High,False,False,False,True,12-year-old sister,Not specified,Mombasa Child Welfare Society and local police,"Report to Child Welfare Society and police, follow up by helpline","Hello, is this the National Child Helpline? Yes, thank you for reaching out. This is James speaking from Mombasa. I need help, my little sister, who's only 12, has been forced into child labor at a lo","James from Mombasa called the child helpline regarding his 12-year-old sister being forced into child labor at a factory. No one else has reported the issue, but he observed signs of exhaustion and in"
line_178,178,661,338,0.5113464447806354,122,53,James,Mombasa,Child Labor,Workplace Exploitation,High Priority,False,False,False,False,12-year-old sister,Unspecified factory owners/managers,Mombasa Children's Office and police,"Report to authorities, follow-up support","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's James from Mombasa. I need help  my little sister, who's just 12 years old, has been forced into child labor at a local ","James called 116 to report his 12-year-old sister being forced into child labor at a local factory. He reported physical abuse with wounds and bruises, and mentioned other children in the same situati"
line_179,179,555,294,0.5297297297297298,99,45,Jacob,"Kisumu, Kenya",Child labor,Labor Exploitation,High,False,False,False,True,Jacob's little sister,Unknown but reported to have told the neighbor,"[""Kisumu Children's Office"", 'Police']",Immediate action by reporting to authorities and follow-ups,"Hello, is this the child helpline? Yes, good to hear from you. I'm Jacob speaking from Kisumu. I need your help, my little sister has been forced into child labor for months now. That sounds worrying,","Jacob called the child helpline from Kisumu, reporting his little sister being forced into child labor. He shares concerns about her health as she looks tired and undernourished. The counselor advises"
line_180,180,611,158,0.25859247135842883,113,23,Joseph,"Mwanza, Tanzania",Emotional Abuse,Child Emotional Abuse,High (Immediate Action Required),False,False,False,False,5-year-old sister's child,Child's mother,"['Child Protection Unit', 'Local Police']","Report to Child Protection Unit and local police for investigation, provide counseling services if necessary","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Joseph, I'm from Mwanza, Tanzania. I need help my sister's child, who is only 5 years old, is being emotionally abused ",Caller reports emotional abuse of a 5-year-old child by their mother; recommends reporting to Child Protection Unit and local police for further investigation
line_182,182,610,243,0.3983606557377049,109,41,Joseph,Tororo,Child labor,Labor exploitation,High,False,False,False,True,12-year-old sister,"Unknown, but likely at a local factory","['Tororo Child Protection Unit', 'Police']",Immediate reporting to relevant authorities with follow-up by the helpline,"Hello, is this the helpline? Yes, thank you for reaching out. My name's Joseph from Tororo. I need help, my little sister, aged 12, has been forced into child labor at a local factory. This sounds wor","Joseph from Tororo reported a case of child labor involving his 12-year-old sister. The victim has bruises, but no known witnesses. The best course is to report it to the Tororo Child Protection Unit "
line_183,183,646,270,0.4179566563467492,110,42,Joseph,Kisumu,Neglect,Child Neglect,High,False,False,False,True,A 5-year-old girl,The victim's mother,"Kisumu Children's Office, local authorities",Immediate reporting to relevant child protection agencies,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with today? My name's Joseph, from Kisumu. I need your help  a close friend of mine has a 5-year-old daughter who's being neglect","Joseph from Kisumu reported a 5-year-old girl being neglected by her mother. The child is not attending school, looks malnourished, and the caller is worried about her welfare. Referral was made to th"
line_184,184,695,223,0.320863309352518,124,36,John,Eldoret,Forced Child Marriage,Child Protection,Urgent,False,False,False,True,12-year-old girl,An older man,"Children's Office, police, and local women's rights groups",Report to authorities and follow up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is John, I'm from Eldoret. There's an urgent situation I need to report. A friend of mine has a 12-year-old daughter who i","A friend of John reported a 12-year-old girl being forced into child marriage in Eldoret. The girl appears scared and is crying every day. Referral to Children's Office, police, and local women's righ"
line_185,185,662,170,0.256797583081571,117,25,Anonymous,"Mwanza, Tanzania",Child Labor,Labor Exploitation,High,False,False,False,True,12-year-old boy,Neighbor,"[""Children's Welfare Society"", 'Local Police']",Report to relevant authorities,"Hello, is this the child protection helpline? Yes, good day. I'm calling from Mwanza, Tanzania. It's about my neighbor's son. He's 12 and he's been forced into child labor for months now. I saw him ye","Neighbor reported a 12-year-old boy being forced into child labor in Mwanza, Tanzania. The counselor advised reporting to the Children's Welfare Society and local police."
line_186,186,688,174,0.25290697674418605,128,26,John,Mwanza,Child Labor,Labor Exploitation,High,False,False,False,False,7-year-old sister,Employer at a textile factory,Mwanza Labor Office and local police,"Investigation, removal of the victim from work, legal action against the perpetrator","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is John, I'm from Mwanza. I need help  my little sister, who is just 7 years old, has been forced into child labor in a ne",Caller John reported a child labor issue involving his 7-year-old sister in Mwanza. The counselor advised reporting the issue to the appropriate authorities and following up.
line_187,187,553,176,0.3182640144665461,101,26,Joseph,Mwanza,Forced child marriage,Child protection violation,High (urgency: imminent child marriage),False,False,False,False,14-year-old sister,"Unknown, not specified in the conversation",Child Protection Unit and police,Report to authorities and follow-up by helpline,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Joseph, from Mwanza. I need help  my younger sister, who is only 14 years old, is being forced into child marriage next","Caller reports forced child marriage of a 14-year-old girl in Mwanza, no witnesses; counselor advises reporting to Child Protection Unit and police, with follow-up by helpline."
line_188,188,578,259,0.44809688581314877,100,44,Jamal,"Mombasa, Kenya",Child forced marriage,Child protection violations,High,False,False,False,True,15-year-old sister,"Unknown, possibly family members",Child Protection Unit in Mombasa and local police,Report to Child Protection Unit and local police for immediate action,"Hello, is this the child helpline? Yes, thanks for calling. Who am I speaking to and where are you from? My name's Jamal, I'm from Mombasa. There's an issue with my 15-year-old sister. She's been forc",Jamal from Mombasa reported a case of child forced marriage. The victim is his 15-year-old sister who has been isolated since the wedding. The case is urgent and should be reported to the Child Protec
line_189,189,640,308,0.48125,114,50,Joseph,Mwanza,Child labor,Work exploitation,Urgent,False,False,False,True,12-year-old girl,Local shop owner (implied),"['Child Protection Unit, Police']",Report to authorities and follow-up with the caller,"Hello, is this the Children's Emergency Hotline? Yes, thank you for reaching out. This is Joseph from Mwanza speaking. I need urgent help. One of my neighbors, a 12-year-old girl, is being forced into","Joseph from Mwanza reported a case of child labor involving a 12-year-old girl. He observed her working long hours at a local shop, with visible signs of physical exhaustion. The case was deemed urgen"
line_190,190,678,300,0.4424778761061947,123,45,John,Nairobi,Child labor,Child Labor,High,False,False,False,True,12-year-old neighbor's daughter,Shop owner,Nairobi Child Welfare Society and the police,"Report to authorities, follow-up support","Hello, is this the child protection helpline? Yes, thank you for reaching out. This is John speaking from Nairobi. I have a concern about my neighbor's daughter. She's 12 and she's being forced into c","John reported a case of child labor involving his neighbor's daughter. He shared details about her condition, the perpetrator (shop owner), and noted that others have noticed but are afraid. The couns"
line_191,191,616,184,0.2987012987012987,118,27,Tom,Lira,Child Labor,Child labor,High,False,False,False,False,5-year-old brother,Unspecified people at a local brick factory,Lira Child Labor Office and the police,Report to the authorities and follow up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Tom from Lira. I need help  my younger brother who's only 5 years old has been forced into child labor at a local brick","Tom from Lira reported a case of child labor involving his 5-year-old brother. The counselor responded empathetically, emphasizing the need for reporting the incident and following up."
line_192,192,657,224,0.3409436834094368,115,37,Peter,Masindi,Child labor,Child exploitation,High,False,False,False,True,7-year-old sister,"Unnamed, likely the owner of the brick factory and other involved adults","['Masindi Child Protection Office', 'local police', 'labor authorities']","Immediate action to remove child from harmful situation, provide medical care, and secure legal protection","Hello, is this 116? Yes, thank you for reaching out. This is Peter from Masindi. I need urgent help  my little sister, aged 7, has been forced into child labor at a local brick factory. That sounds dr",Peter from Masindi reported a case of child labor involving his 7-year-old sister. The child is in immediate danger and needs help. Recommended actions were to report the case to local authorities and
line_193,193,710,327,0.46056338028169014,126,54,James,"Eldoret, Kenya",Child Labor,Child Labor,High,False,False,False,True,"Daughter of a neighbor, 12 years old",Unnamed factory owners and management,"[""Nairobi Children's Office"", 'Relevant labor authorities']","Report the case to appropriate authorities, follow up on the case","Hi, is this the Nairobi Children's Helpline? Yes, thank you for reaching out. Who am I speaking to today? My name is James from Eldoret. I need help  my neighbor's daughter, she's only 12, has been fo",James from Eldoret reported a case of child labor involving his neighbor's daughter who is 12 years old. The girl has been working in a local factory and denied education for over a year. Recommendati
line_194,194,615,255,0.4146341463414634,111,41,Simon,Tororo,Child Marriage,Forced Marriage,High,False,False,False,False,12-year-old sister,Uncle,Childline Tororo Office and police,Immediate reporting to authorities,"Hello, is this the Childline Helpline? Yes, thank you for calling. Who am I speaking to? Hi, I'm Simon from Tororo. I need help  my little sister who is just 12 years old has been forced into child ma","Simon reported a case of child marriage involving his 12-year-old sister, forced by their uncle in Tororo. The victim is missing from school and no one else has noticed the issue. Counselor advised re"
line_195,195,651,291,0.4470046082949309,114,49,Ahmed,Mombasa,Emotional and physical abuse,Abuse,High,False,False,False,False,13-year-old girl,Mother,Mombasa Children's Office and local police,Report the case to the authorities immediately,"Hi, is this 116? Yes, thank you for reaching out. This is Ahmed speaking from Mombasa. I'm contacting because my neighbor's daughter, who is 13 years old, is being subjected to emotional and physical ","Ahmed from Mombasa reported a case of emotional and physical abuse against a 13-year-old girl by her mother. The victim has shown signs of depression and self-harm, with no other witnesses aware. The "
line_196,196,621,408,0.6570048309178744,109,68,Sam,Nakuru,Child Labor,Labor Exploitation,High,False,False,False,False,5-year-old daughter,Neighbor,"[""Nakuru Children's Office"", 'Police', 'Local labor authorities']",Report the case to relevant authorities,"Hello, is this 116? Yes, thank you for reaching out. This is Sam speaking from Nakuru. I need your help. My daughter, who's only 5 years old, is being forced into labor by our neighbor. That sounds te","Sam reported a case of child labor involving his 5-year-old daughter in Nakuru. The issue was confirmed by the caller, and there were no other witnesses. The victim is a girl, and the perpetrator is t"
line_197,197,690,247,0.35797101449275365,120,39,Jamal,Mombasa,Child labor,Forced Labor,High,False,False,False,False,12-year-old girl,Neighbor,"['Mombasa Child Welfare Society', 'local police']","Report to child welfare society and local police, follow-up from hotline","Hello, is this the Nairobi Child Protection Hotline? Yes, thank you for reaching out. This is Jamal speaking from Mombasa. I'm calling because my neighbor's daughter, she's 12 years old, has been forc","Caller reported child labor of a 12-year-old girl in Mombasa, with no one else noticing or taking action. The child looks malnourished and tired. Counselor advised reporting to the Child Welfare Socie"
line_198,198,648,354,0.5462962962962963,121,59,James,"Mbeya, Tanzania",Child labor,Labor exploitation,High,False,False,False,False,5-year-old daughter of a neighbor,"Unknown, but perpetrator is likely the child's employer or parents","['Mbeya Child Labor Office', 'Police']",Report to appropriate authorities and follow-up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is James, I'm calling from Mbeya, Tanzania. I need help  my neighbor's daughter, who is only 5 years old, has been working","James reported a case of child labor involving his neighbor's daughter, age 5, in Mbeya, Tanzania. He noticed she was working instead of going to school and looking tired. The child is at risk due to "
line_199,199,573,280,0.4886561954624782,104,44,Ahmed,Mogadishu,Child Marriage,Forced Marriages,High,False,False,False,False,12-year-old sister,Not specified,"['Child Protection Office, Police']",Reporting and follow-up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Ahmed, I'm from Mogadishu. I need help  my younger sister, who is just 12 years old, has been forced into child marriag","Ahmed reported a case of child marriage involving his 12-year-old sister in Mogadishu. He expressed concern about her fear and anxiety, and there are no witnesses. The counselor advised reporting the "
line_200,200,559,157,0.2808586762075134,99,25,Ali,Kampala,Child Labor,Labor Rights Abuse,Urgent,False,False,False,True,12-year-old sister,Unspecified factory owners/managers,"Kampala Labor Office, Police",Immediate report to relevant authorities and follow-up from the helpline,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking to? My name's Ali from Kampala. There's something troubling memy little sister, who's only 12, has been forced into child labor i","Caller reported child labor of a 12-year-old sister in a factory. Caller suggests urgency, emphasizes need for action, and offers to call again if necessary."
line_201,201,594,286,0.48148148148148145,105,48,John,Mwanza,Child labor,Child exploitation,High,False,False,False,True,13-year-old niece,Local factory owner and possible accomplices,"[""Mwanza Children's Office"", 'Police']","Immediate intervention needed to free the child from labor, ensure her safety, and provide medical attention.","Hello, is this the Kibaha Child Protection Helpline? Yes, thank you for calling. Who am I speaking to? My name's John, from Mwanza. I need helpmy niece, aged 13, has been forced into child labor at a ","John reported a case of child labor involving his niece in Mwanza. He's concerned about her well-being as she looks tired and malnourished, but no one has been willing to report it. The counselor advi"
line_202,202,639,188,0.2942097026604069,115,29,Jacob,Mwanza,Forced child labor,Child Labor,Urgent,False,False,False,True,Sister (14 years old),Employer at a small factory,"[""Mwanza Children's Office"", 'Police']",Report to local authorities and follow-up,"Hello, is this 116? Yes, thank you for reaching out. This is Jacob speaking from Mwanza. I have a concern about my sister. She's 14 and she's being forced into child labor in a small factory nearby. T","Jacob from Mwanza reported a case of child labor involving his sister. The counselor advised him to contact the local children's office and police, and assured follow-up. Priority: Urgent."
line_203,203,526,155,0.2946768060836502,96,24,Simon,Mwanza,Child marriage,Forced marriage,High,False,False,False,True,12-year-old sister,Neighbor,Mwanza Child Protection Unit and local police,Report to Child Protection Unit and Police,"Hi, is this the 116 helpline? Yes, thank you for reaching out. This is Simon calling from Mwanza. I need help my younger sister, who's only 12, has been forced into marriage by our neighbor. I know it","Simon from Mwanza reported a case of child marriage involving his 12-year-old sister. He is worried about her safety, and the community seems unresponsive."
